generated using python: 2019-2072 BCM HADGEM2ES RCP 8.5 IDW squared to stations
Author: Jane Patel (jpatel@elmontgomery.com)

precip 2
tmax 2
tmin 2

###################	year	month	day	hour	min	sec	precip01	precip02	tmax01	tmax02	tmin01	tmin02
2019	01	1	0	0	0	0.0000	0.0000	63.1574	63.0599	36.1083	34.6413
2019	01	2	0	0	0	0.0301	0.0309	58.3545	58.6170	43.6867	42.8442
2019	01	3	0	0	0	0.1139	0.1084	54.6546	54.4676	46.4138	48.5351
2019	01	4	0	0	0	0.0329	0.0318	56.2483	56.5159	41.0714	41.4437
2019	01	5	0	0	0	0.0721	0.0511	54.8285	54.9797	37.9576	37.6183
2019	01	6	0	0	0	0.0518	0.0545	56.1512	57.1368	48.3063	48.5524
2019	01	7	0	0	0	0.0307	0.0295	57.0446	57.2655	47.1583	47.6974
2019	01	8	0	0	0	0.0097	0.0000	59.5798	58.8150	39.0330	38.6387
2019	01	9	0	0	0	0.0853	0.0986	55.7126	55.8113	35.3827	34.9436
2019	01	10	0	0	0	0.0296	0.0287	51.0048	52.0198	36.5038	35.5252
2019	01	11	0	0	0	0.0163	0.0160	47.4506	47.3438	37.9858	36.4089
2019	01	12	0	0	0	0.0317	0.0337	45.8115	45.6401	34.4442	34.6305
2019	01	13	0	0	0	0.0683	0.0623	53.6256	53.1879	26.7002	25.0895
2019	01	14	0	0	0	0.0000	0.0000	55.8242	53.9493	23.2133	21.7004
2019	01	15	0	0	0	0.0000	0.0000	55.9965	55.3324	25.2984	23.6579
2019	01	16	0	0	0	0.0000	0.0000	55.3204	55.0859	29.9661	29.0727
2019	01	17	0	0	0	0.0100	0.0093	57.1238	55.9776	33.4401	32.8198
2019	01	18	0	0	0	0.0000	0.0000	59.3659	57.6668	30.1330	29.4137
2019	01	19	0	0	0	0.0000	0.0000	58.0947	57.3266	29.2147	29.5584
2019	01	20	0	0	0	0.0000	0.0000	59.9167	59.0221	29.9599	29.5648
2019	01	21	0	0	0	0.0000	0.0000	59.8206	59.0816	31.1119	31.0352
2019	01	22	0	0	0	0.0000	0.0000	59.1855	59.6871	30.1727	29.6989
2019	01	23	0	0	0	0.0000	0.0000	61.0842	62.0989	28.3918	28.5532
2019	01	24	0	0	0	0.0000	0.0000	63.3066	62.6344	37.6239	37.2736
2019	01	25	0	0	0	0.0510	0.0677	63.2675	63.8509	36.7311	35.8201
2019	01	26	0	0	0	0.0171	0.0047	56.2375	55.2272	37.3345	36.7902
2019	01	27	0	0	0	0.3206	0.3262	49.1157	49.2578	37.6969	36.3566
2019	01	28	0	0	0	0.2553	0.2153	59.1347	59.0041	34.2611	33.7017
2019	01	29	0	0	0	0.0041	0.0016	60.1734	61.1566	35.3025	34.4929
2019	01	30	0	0	0	0.0000	0.0000	64.1933	64.8347	34.9866	34.0521
2019	01	31	0	0	0	0.0000	0.0000	69.8945	69.4216	40.2400	39.1643
